Sno,Case ID,Case,Automation,Configurations,Created at,Created by,Folder,Issues,Priority,State,Status (latest),Tags,Updated by,Automation Script ID,Estimate,Expected,Forecast,JiraId,Precondition,Status date,Template,Test Steps,TPO Regression,Updated at,Description
879,150413,Resend X6 uses Local Time when preference is �Send LT as the Time Zone.,Will Automate,,2026-03-19T10:32:44.409Z,Pragya Yadav,Loads,,High,Active,Passed,"customersearch,loadsearch",,,,"1.The resent 214 X6 date/time is in local time (LT).
2.It does not use any �actual time zone�.
3.The timezone is determined by the current �Send LT as the Time Zone� preference, not copied from the original X6.",,FD-42267,"1.User should be able to login in BTMS.
2.Customer EDI 214 Preference ? Timezone to Send = �Send LT as the Time Zone�.
3.Load status = BOOKED, DISPATCHED, AT ORIGIN, PICKED?UP, IN TRANSIT, OUT FOR DELIVERY, AT DESTINATION. (or any non?DELIVERED).
4.At least one X6 already exists for the load.",2026-03-20T13:55:15.996Z,Case (text),"1. Navigate to the Customer Agent 
2. Edit the customer and enable the �Resend Last X6� option.
3. Enter the lookback duration (e.g., 1 hour).
4.Open the load go to the EDI tab.
5. Fill the loacation detail.
6.Click Resend X6.
7.Capture the outbound 214 (resent X6).",No,,
880,150414,Resend X6 uses Actual Time when preference is �Send Actual Time Zone�,Will Automate,,2026-03-19T10:32:44.416Z,Pragya Yadav,Loads,,High,Active,Passed,"customersearch,loadsearch",,,,"1.The resent 214 X6 date/time uses the actual time zone of the stop.
2.There is no fallback to LT.
3.Timezone is determined only by the current �Send Actual Time Zone� preference.",,FD-42267,"1.User should be able to login in BTMS.
2.Customer EDI 214 Preference ? Timezone to Send = �Send Actual Time Zone�.
3.Load status = any non?DELIVERED status.
4.At least one existing X6 event for the load (any source).",2026-03-20T13:57:22.152Z,Case (text),"1. Navigate to the Customer Agent 
2. Edit the customer and enable the �Resend Last X6� option.
3. Enter the lookback duration (e.g., 1 hour).
4.Open the load go to the EDI tab.
5. Fill the loacation detail.
6.Click Resend X6.
7.Capture the outbound 214 (resent X6).",No,,
881,150419,Validate editing Billing Issues and Missing Paperwork for MANAGER authorization level user is prevented.,Will Automate,,2026-03-23T12:13:06.752Z,Apurva Katyayni,Loads,,Smoke,Active,Passed,"access,loads",,,,"1. User should be prevented from editing.
2. Checkboxes should be grayed-out and un-editable.",,FD-41789,"1. User have MANAGER authorization level.
2. User has access to Billing page",2026-03-23T12:18:00.291Z,Case (text),"1. Login to BTMS with Manager auth level user.
2. Create a load or search any.
3. Go to  View Billing Screen.
4. Try to select or un-select any Billing Issue or Missing Paperwork Option.",No,,
882,150420,Validate editing Billing Issues and Missing Paperwork for DISPATCH authorization level user is prevented.,Will Automate,,2026-03-23T12:13:06.772Z,Apurva Katyayni,Loads,,High,Active,Passed,"access,loads",,,,"1. User should be prevented from editing.
2. Checkboxes should be grayed-out and un-editable.",,FD-41789,"1. User have DISPATCH authorization level.
2. Has PAYABLES_MANAGER role.",2026-03-23T12:20:18.165Z,Case (text),"1. Login to BTMS with DISPATCH auth level user with PAYABLES_MANAGER role.
2. Create a load or search any.
3. Go to  View Billing Screen.
4. Try to select or un-select any Billing Issue or Missing Paperwork Option.",No,,
883,150422,Validate editing Billing Issues and Missing Paperwork for FINANCE authorization level.,Will Automate,,2026-03-23T12:13:06.804Z,Apurva Katyayni,Loads,,High,Active,Passed,"access,loads",,,,"1. User should be allowed for editing.
2. Changes should reflect after saving",,FD-41789,"1. User have FINANCE authorization level.
2. User has access to Billing page.",2026-03-23T12:19:48.553Z,Case (text),"1. Login to BTMS with FINANCE auth level user.
2. Create a load or search any.
3. Go to  View Billing Screen.
4. Try to select or un-select any Billing Issue or Missing Paperwork Option.",No,,
884,154526,"Verify insurance calculation for Flat fee when selecting Cargo value  'Up to $10,000'.",Will Automate,,2026-03-24T14:23:57.371Z,Ashima Miglani,Loads,,High,Active,Passed,ltl-eltl,,,,"When Cargo value drop down value ""Up to $10,000"" is selected the system should apply $1 insurance fee and no popup should appear.",,FD-41303,"1. User should be logged in into the BTMS.
2. Office should be TTS.
3. Load method = LTL / ELTL.
4. Insurance Premium = Flat Fee on the Office form.",2026-03-24T15:44:12.551Z,Case (text),"1. Login into the BTMS.
2. Navigate to the Loads section.
3. Create a LTL / ELTL Load with TTS Office.
4. Navigate to the Cargo value Field on the Carrier tab and observe the values.
5. Select ""Up to $ 10,000"" value and save.",No,,
885,154527,"Verify popup for Flat fee when selecting Cargo value '$10,001 and above'.",Will Automate,,2026-03-24T14:23:57.379Z,Ashima Miglani,Loads,,Smoke,Active,Passed,ltl-eltl,,,,"When Cargo value drop down value ""$10,001  and above"" is selected the system should apply default  insurance fee and High value cargo popup  link should appear and user is able to open that popup.",,FD-41303,"1. User should be logged in into the BTMS.
2. Office should be TTS.
3. Load method = LTL / ELTL.
4. Insurance Premium = Flat Fee on the Office form.",2026-03-26T11:28:50.077Z,Case (text),"1. Login into the BTMS.
2. Navigate to the Loads section.
3. Create a LTL / ELTL Load with TTS Office.
4. Navigate to the Cargo value Field on the Carrier tab and observe the values.
5. Select ""$ 10,001 and above"" value and save.",No,,
886,154529,"Verify insurance calculation for Standard Rates when selecting Cargo value 'Up to $10,000'.",Will Automate,,2026-03-24T14:23:57.394Z,Ashima Miglani,Loads,,High,Active,Passed,ltl-eltl,,,,"When Cargo value drop down value ""Up to $10,000"" is selected the system should apply $3 insurance fee and no popup should appear.",,FD-41303,"1. User should be logged in into the BTMS.
2. Office should be MODE.
3. Load method = LTL / ELTL.
4. Insurance Premium = Standard Rates on the Office form.",2026-03-24T15:46:46.387Z,Case (text),"1. Login into the BTMS.
2. Navigate to the Loads section.
3. Create a LTL / ELTL Load with MODE Office.
4. Navigate to the Cargo value Field on the Carrier tab and observe the values.
5. Select ""Up to $ 10,000"" value and save.",No,,
887,154530,"Verify popup for Standard Rates when selecting cargo value '$10,001 and above'.",Will Automate,,2026-03-24T14:23:57.402Z,Ashima Miglani,Loads,,Smoke,Active,Passed,ltl-eltl,,,,"1.When Cargo value drop down value ""$10,001  and above"" is selected, the system should apply high-value standard rates calculation.
2.High value cargo popup  link should appear and user is able to open that popup.",,FD-41303,"1. User should be logged in into the BTMS.
2. Office should be MODE.
3. Load method = LTL / ELTL.
4. Insurance Premium = Standard Rates on the Office form.",2026-03-24T15:47:58.618Z,Case (text),"1. Login into the BTMS.
2. Navigate to the Loads section.
3. Create a LTL / ELTL Load with MODE Office.
4. Navigate to the Cargo value Field on the Carrier tab and observe the values.
5. Select ""$ 10,001 and above"" value and save.",No,,
888,154534,Verify the appearance of Single Email Address Field on Emailed Documents for Load.,Will Automate,,2026-03-25T11:54:18.855Z,Ashima Miglani,Loads,,High,Active,Passed,emaildocsforload,,,,System should allow only one valid email address.,,FD-41137,User is on Emailed Documents for Load page,2026-03-26T11:30:42.633Z,Case (text),"1. Login into the BTMS.
2. Navigate to the Loads section.
3. Create a new Load.
4. Open Emailed Documents for Load Page and observe.",No,,
889,154560,Verify Refactored ELTL/LTL BOL Displays Load Notes and Load Information Correctly.,Will Automate,,2026-03-26T16:23:28.725Z,Pragya Yadav,Loads,,High,Active,Passed,loadsearch,,,,"1.The refactored ELTL/LTL version of the BOL is rendered successfully.
2.Load Notes are displayed on the BOL:
    Pick Load Notes appear when Print = YES.
    Drop Load Notes appear when Print = YES.
3.The Load Information � Items section displays:
   All items from the Pick tab.
   Correct quantity, description, and weight values.
4.Because �List Commodity Dims on BOL� is checked, item dimensions:
  Are displayed for items that include dimensional data.
  Match the values entered on the Pick tab.
5.No vital load information is missing, truncated, or incorrectly mapped on the refactored BOL",,FD-42655,"1. User should be able to login BTMS.
2.The load being viewed is an ELTL or LTL load.
3.Pick and Drop Load Notes are populated on the loadform with:
       Print on and  BOL = YES.
4.The Pick tab contains one or more items with:
       Quantity
       Description
       Weight
5.Optional dimensional data (Length, Width, Height).
6.Loadform configuration �List Commodity Dims on BOL� = Checked.
7.User has access to the Create Documents section of the loadform.",2026-03-27T08:56:30.085Z,Case (text),"1. User login to the BTMS
2. Click on load search.
3. Apply the requried filters and click on search.
4.Open the ELTL/LTL load in the application.
5.Verify Pick and Drop Load Notes are present and marked Print = YES.
6.Verify item and dimensional data exists on the Pick tab.
7.Navigate to the Create Documents section.
8.Click on the BOL hyperlink.
9.Open the generated ELTL/LTL BOL PDF.",No,,
890,154561,Verify Hazardous Material (HM) Item Details Display Correctly on Refactored ELTL/LTL BOL,Will Automate,,2026-03-26T16:23:28.732Z,Pragya Yadav,Loads,,Smoke,Active,Passed,loadsearch,,,,"1.The refactored ELTL/LTL version of the BOL is generated successfully.
2.For each item flagged as Hazardous Material, the BOL displays the following details populated from the Hazardous Material Details modal:
   Shipping Name
   Packaging Group
   UN/NA Number
   Hazard Class
3.The following HM contact details are also displayed on the BOL (if populated in the modal):
     Hazardous Contact Name
     Hazardous Contact Phone
4.HM details appear only for items flagged as Hazardous Material.
5.No HM?related data is missing, incorrectly mapped, or displayed for non?HM items.",,FD-42655,"1.The load being viewed is an ELTL or LTL load.
2.The load contains one or more items flagged as Hazardous Material (HM) on the Pick tab.
3.For each HM?flagged item, the Hazardous Material Details modal is fully completed with:
   Shipping Name
   Packaging Group
  UN/NA Number
  Hazard Class
  Hazardous Contact Name
  Hazardous Contact Phone
4.User has access to the Create Documents section of the loadform.
5.BOL generation is enabled for the environment.",2026-03-27T08:57:16.639Z,Case (text),"1.Open the ELTL/LTL load in the application.
2.Navigate to the Pick tab and verify at least one item is marked as Hazardous Material (HM).
3.Open the Hazardous Material Details modal for the HM item and confirm all required fields are populated.
4.Navigate to the Create Documents section of the loadform.
5.Click on the BOL hyperlink.
6.Open the generated ELTL/LTL BOL PDF.
7.Locate the Hazardous Material section or HM indicators in the Items / Load Information area.",No,,
891,154562,For Intermodal Loads for every carrier the email should appear accordingly.,Will Automate,,2026-03-27T06:51:14.665Z,Ashima Miglani,Loads,,High,Active,Passed,emaildocsforload,,,,Appropriate carrier email should auto-populate in single email field.,,FD-41137,1. User is on Emailed Documents for Load page.2. Load has multiple carriers.3. Carriers has email in profile.,2026-03-27T15:54:07.508Z,Case (text),1. Login into the BTMS.2. Navigate to the Loads section.3. Create a new Intermodal Load.4. Open Emailed Documents for Load Page and observe.5. Change carrier from drop down and observe.,No,,
892,154563,Verify  loads are  getting Master Invoices attached when Also Email Invoice is not enabled.,Will Automate,,2026-03-27T09:03:23.779Z,Pragya Yadav,Loads,,Smoke,Active,Passed,"loadsearch,masterbilling",Greg Burke,,,"1.The load is successfully invoiced.2.The Master Invoice PDF generated by invoicing is attached to the load�s documents.3.This behavior occurs even though �Also Email Invoice� is NOT enabled.4.No regression to email behavior: if email is not enabled, invoice is not emailed (only attached as document).",,FD-42177,"1.You have access to BTMS with permissions to create/update/invoice loads.2.A Master Billing / Master Summary customer exists in BTMS.3.For this customer, �Customer Master Type� (or equivalent) is set to either:MASTER BILLING, orMASTER SUMMARY.4.The customer has at least one load ready to be invoiced (Operational variants available for testing).5.The �Also Send Invoice via Email� / �Also Email Invoice� preference is configurable at the master customer level.6.Load is in Delivered Final status.7.No existing invoice for this load.",2026-03-30T15:39:39.303Z,Case (text),"1. Login to BTMS.2. Click on the load search.3. Apply the required filter and click on the search.4.Operationalen the load in the Load Details screen.5.Operationalen the Master Billing customer profile in BTMS.6.Ensure the customer is configured as MASTER BILLING (or MASTER SUMMARY).7.Ensure �Also Send Invoice via Email� / �Also Email Invoice� is UNCHECKED (disabled).8.Create or identify a load for this customer that is ready for invoicing in the Master Billing queue (Operational load).9.Invoice this load via the Master Billing queue.10.After invoicing completes, Operationalen the load record.11.Navigate to the load documents / attachments section.12.Verify whether the Master Invoice PDF for this invoice is attached as a load document.",No,2026-03-31T19:36:37.075Z,
